"","Bark(%)","Waterpercentage","Class","DiamClass","Species","T3","T2","T1","Soil_moist","correctedArea","Plot...16","SubPlot"
"1",85,46.1153069617887,1,25,"AA",20.375,17.75,14.375,1940,4.25714310470967,3,1
"2",98,41.5015283680012,2,25,"AA",18.5,16.25,13.5625,1923,4.45749332452452,3,1
"3",98,39.3669115075201,1,25,"FS",18.5,16.25,13.5625,1923,2.13367336047892,3,1
"4",100,35.2190296749882,2,25,"FS",20.6875,17.875,14.375,1940,3.98393258354406,3,1
"5",35,61.2916791829378,4,25,"FS",18.75,16.375,13.5625,1923,2.74142585953106,3,1
"6",85,46.1153069617887,1,25,"AA",20.375,17.5,13.8125,1927,5.88040250282901,3,1
"7",98,41.5015283680012,2,25,"AA",20.375,17.5,13.8125,1927,2.77808988432595,3,1
"8",98,41.5015283680012,2,25,"AA",20.4375,17.625,13.8125,1927,2.89235041664494,3,1
"9",70,59.7957493789677,4,25,"AA",20.4375,17.625,13.8125,1927,1.73297876053065,3,1
"10",35,61.2916791829378,4,25,"FS",20.625,17.6875,13.875,1927,1.87889812819747,3,1
"11",98,42.4828836085381,1,10,"AA",22.4375,18.875,14.625,1942,0,3,1
"12",85,46.1153069617887,1,25,"AA",20.6875,18.125,14.125,1930,1.45295939813861,3,1
"13",98,41.5015283680012,2,25,"AA",20.6875,18.125,14.125,1930,1.83919393518248,3,1
"14",70,59.7957493789677,4,25,"AA",20.6875,18.125,14.125,1930,0.426227218388914,3,1
"15",98,39.3669115075201,1,25,"FS",20.625,18.125,14.125,1931,0.527994778244431,3,1
"16",100,35.2190296749882,2,25,"FS",20.625,18.125,14.125,1931,1.94587246021908,3,1
"17",35,61.2916791829378,4,25,"FS",20.625,18.125,14.125,1931,1.36073952298377,3,1
"18",100,36.1311914323963,1,10,"FS",18.1875,16.125,13.5,1922,144.398662711316,3,1
"19",95,35.064139941691,2,10,"FS",18.5,16.25,13.5625,1923,584.525295418485,3,1
"20",95,26.8309554690878,2,10,"AA",18.5,16.25,13.5625,1923,46.6482876702954,3,1
"21",94,44.6510580819451,4,10,"FS",18.5,16.25,13.5625,1923,238.552718666684,3,1
"22",99,35.9994077583654,1,1,"FS",18.75,16.375,13.5625,1923,5.49271893182881,3,1
"23",99.5,30.7969656403391,1,1,"AA",18.75,16.375,13.5625,1923,2.28626091092752,3,1
"24",93.5,33.4417887758118,2,1,"AA",18.75,16.375,13.5625,1923,2.27664880255709,3,1
"25",93,38.0366936110188,2,1,"FS",18.875,16.5,13.625,1923,0,3,1
"26",100,37.8663633348939,4,1,"AA",18.875,16.5,13.625,1923,0,3,1
"27",27.5,42.9549237119364,4,1,"FS",18.875,16.5,13.625,1923,0,3,1
"28",99.5,30.7969656403391,1,1,"AA",20.375,17.5,13.8125,1927,2.66615660883756,3,1
"29",93.5,33.4417887758118,2,1,"AA",20.375,17.5,13.8125,1927,4.42254241762331,3,1
"30",93,38.0366936110188,2,1,"FS",20.375,17.5,13.8125,1927,0.309935306908394,3,1
"31",99,35.9994077583654,1,1,"FS",20.375,17.5,13.8125,1927,8.08434557632289,3,1
"32",90,42.7027718012059,4,1,"AA",22.125,18.75,14.625,1941,3.601854714147,3,1
"33",27.5,42.9549237119364,4,1,"FS",20.4375,17.625,13.8125,1927,2.71197146707021,3,1
"34",95,26.8309554690878,2,10,"AA",20.4375,17.625,13.8125,1927,44.1915181596496,3,1
"35",100,36.1311914323963,1,10,"FS",22.25,18.8125,14.625,1941,130.340317862644,3,1
"36",95,35.064139941691,2,10,"FS",22.25,18.8125,14.625,1941,333.720071689639,3,1
"37",95,35.064139941691,2,10,"FS",20.625,18.125,14.125,1931,381.556210521611,3,1
"38",95,26.8309554690878,2,10,"AA",20.625,18.125,14.125,1931,46.7418767354678,3,1
"39",100,36.1311914323963,1,10,"FS",20.625,18.125,14.125,1931,137.699394443068,3,1
"40",94,44.6510580819451,4,10,"FS",20.625,18.125,14.125,1931,389.410275949513,3,1
"41",99.5,30.7969656403391,1,1,"AA",20.625,18.125,14.1875,1931,2.40652502924335,3,1
"42",93.5,33.4417887758118,2,1,"AA",20.625,18.125,14.1875,1931,2.66360267403319,3,1
"43",93,38.0366936110188,2,1,"FS",20.625,18.125,14.1875,1931,0,3,1
"44",99,35.9994077583654,1,1,"FS",20.625,18.125,14.1875,1931,6.88642396816842,3,1
"45",100,37.8663633348939,4,1,"AA",20.625,18.125,14.1875,1931,0,3,1
"46",27.5,42.9549237119364,4,1,"FS",20.625,18.125,14.1875,1932,0,3,1
"47",100,52.2856681105805,1,1,"AA",22.4375,18.875,14.625,1942,2.42455076011615,3,1
"48",100,38.7688253012048,1,25,"AA",18.9375,16,13.5,2092,1.69160186708692,3,2
"49",96,37.9618399645023,2,25,"AA",18.9375,16,13.5,2092,2.72988052709138,3,2
"50",80,45.9696362073904,4,25,"AA",21.25,17.75,14.375,2096,2.34895816008089,3,2
"51",98,41.8001853568119,1,25,"FS",18.9375,16.125,13.5,2091,1.16264220650463,3,2
"52",95,35.5738192636668,2,25,"FS",18.9375,16.125,13.5,2091,7.23470119474135,3,2
"53",60,39.4917595064911,4,25,"FS",18.9375,16.125,13.5,2091,3.4102972557568,3,2
"54",100,38.7688253012048,1,25,"AA",21,17.375,13.9375,2093,0.635986479882689,3,2
"55",96,37.9618399645023,2,25,"AA",21,17.375,13.9375,2093,2.89150516298874,3,2
"56",80,45.9696362073904,4,25,"AA",21,17.375,13.9375,2093,2.45258892766413,3,2
"57",98,41.8001853568119,1,25,"FS",22.75,18.75,14.8125,2095,0.572021401437013,3,2
"58",95,35.5738192636668,2,25,"FS",21.125,17.4375,14,2093,6.60251334801743,3,2
"59",60,39.4917595064911,4,25,"FS",21.125,17.4375,14,2093,2.69603360782667,3,2
"60",100,38.7688253012048,1,25,"AA",21.125,17.8125,14.25,2100,0.441026700021727,3,2
"61",96,37.9618399645023,2,25,"AA",21.125,17.8125,14.25,2100,1.77942723813701,3,2
"62",80,45.9696362073904,4,25,"AA",21.125,17.8125,14.25,2100,2.45304557139496,3,2
"63",98,41.8001853568119,1,25,"FS",21.125,17.8125,14.25,2100,0.65289766675394,3,2
"64",95,35.5738192636668,2,25,"FS",21.125,17.8125,14.25,2100,6.39935909115532,3,2
"65",60,39.4917595064911,4,25,"FS",21,17.8125,14.25,2101,2.76415453164608,3,2
"66",82.5,37.7761584127632,4,1,"AA",19.125,16.1875,13.5625,2092,0,3,2
"67",98,33.7643404132351,1,1,"FS",19.125,16.1875,13.5625,2092,4.10513623309152,3,2
"68",65,45.6680542364661,4,1,"FS",19.125,16.1875,13.5625,2092,2.32106930947248,3,2
"69",96,26.8292650762881,1,1,"AA",21.625,17.9375,14.4375,2091,2.41649578268782,3,2
"70",96,30.3338450842941,1,1,"FS",21.625,17.9375,14.4375,2091,1.04542323986533,3,2
"71",90,36.6353736387533,4,10,"AA",19.25,16.25,13.5625,2093,151.073063482432,3,2
"72",98,39.652412531443,2,10,"FS",19.25,16.25,13.5625,2093,434.012484477571,3,2
"73",90,31.8195266272189,4,10,"FS",19.25,16.25,13.5625,2093,159.935335223121,3,2
"74",100,34.7204968944099,1,10,"FS",21.875,18.125,14.5,2089,67.5356129171505,3,2
"75",92.5,31.2921282058261,2,1,"AA",19.8125,16.625,13.6875,2090,1.39359013206181,3,2
"76",90,31.8195266272189,4,10,"FS",20.625,17.125,13.875,2091,204.401898812912,3,2
"77",100,34.7204968944099,1,10,"FS",20.625,17.125,13.875,2091,96.8378002743884,3,2
"78",98,39.652412531443,2,10,"FS",22.375,18.625,14.75,2094,419.077655053078,3,2
"79",90,36.6353736387533,4,10,"AA",20.6875,17.25,13.875,2092,122.566865077395,3,2
"80",65,45.6680542364661,4,1,"FS",20.875,17.3125,13.875,2092,1.40339804701409,3,2
"81",98,33.7643404132351,1,1,"FS",20.875,17.3125,13.875,2092,5.39465292436065,3,2
"82",82.5,37.7761584127632,4,1,"AA",20.875,17.3125,13.875,2092,0.448872139620371,3,2
"83",96,30.3338450842941,1,1,"FS",21,17.375,13.9375,2093,1.40130907131505,3,2
"84",96,26.8292650762881,2,1,"AA",21,17.375,13.9375,2093,2.78759219735686,3,2
"85",100,28.2204612713087,1,1,"AA",21,17.375,13.9375,2093,2.4342810997591,3,2
"86",65,45.6680542364661,4,1,"FS",21,17.8125,14.25,2101,1.74112003577576,3,2
"87",98,33.7643404132351,2,1,"FS",21,17.8125,14.25,2101,5.63252980182075,3,2
"88",82.5,37.7761584127632,4,1,"AA",21,17.8125,14.25,2101,0,3,2
"89",96,30.3338450842941,1,1,"FS",21,17.8125,14.25,2101,1.18835695685408,3,2
"90",96,26.8292650762881,2,1,"AA",20.9375,17.8125,14.25,2102,3.22050031816306,3,2
"91",100,28.2204612713087,1,1,"AA",20.9375,17.8125,14.25,2102,2.42914091182659,3,2
"92",98,39.652412531443,2,10,"FS",20.9375,17.8125,14.25,2102,410.271679515944,3,2
"93",90,36.6353736387533,4,10,"AA",20.9375,17.8125,14.25,2102,157.561223899391,3,2
"94",100,34.7204968944099,1,10,"FS",20.9375,17.8125,14.25,2102,92.210129473412,3,2
"95",90,31.8195266272189,4,10,"FS",21,17.75,14.3125,2102,206.243489928806,3,2
"96",100,36.8624497991968,1,25,"AA",21.625,17.625,14.5625,2590,1.00523393652984,3,4
"97",99,38.6557139405654,2,25,"AA",18.875,16,13.75,2596,5.58059583302407,3,4
"98",95,37.4524006622516,4,25,"AA",18.875,16,13.75,2596,1.32935033869109,3,4
"99",95,37.6447378405038,2,25,"FS",21.5,17.625,14.625,2590,3.98571312737388,3,4
"100",5,61.6423927178154,4,25,"FS",19,16,13.75,2596,4.22546666046506,3,4
"101",100,36.8624497991968,1,25,"AA",21,17.125,14,2595,0.381729138205573,3,4
"102",99,38.6557139405654,2,25,"AA",26.875,18.5,14.875,2536,3.42613091059508,3,4
"103",95,37.4524006622516,4,25,"AA",20.875,17.125,14,2595,0.847478725633573,3,4
"104",97,100,1,25,"FS",20.875,17.125,14,2595,0.47398939764812,3,4
"105",95,37.6447378405038,2,25,"FS",20.875,17.125,14,2595,3.56001810837697,3,4
"106",5,61.6423927178154,4,25,"FS",20.875,17.125,14,2595,3.83705286933031,3,4
"107",100,36.8624497991968,1,25,"AA",21.125,17.625,14.3125,2594,0.439370474568818,3,4
"108",99,38.6557139405654,2,25,"AA",21.125,17.625,14.3125,2594,4.28016136144812,3,4
"109",95,37.4524006622516,4,25,"AA",21.125,17.625,14.3125,2594,0.912758016237353,3,4
"110",97,100,1,25,"FS",21.125,17.625,14.375,2594,0.435478222151197,3,4
"111",5,61.6423927178154,4,25,"FS",21.125,17.625,14.375,2594,3.52707215679167,3,4
"112",95,37.4524006622516,4,25,"AA",18.875,16,13.75,2596,0.118446554314817,3,4
"113",97,35.9940750493746,1,10,"AA",19.125,16.125,13.75,2596,48.0716001754384,3,4
"114",99,100,1,10,"FS",19.125,16.125,13.75,2596,86.8898913679029,3,4
"115",100,100,1,1,"FS",21.625,17.6875,14.625,2589,3.37275011553871,3,4
"116",55,38.7235700923984,4,1,"FS",19.25,16.1875,13.75,2596,4.96310272551465,3,4
"117",90,100,4,1,"AA",19.25,16.1875,13.75,2596,0.724953332578446,3,4
"118",98,26.7247214886319,1,1,"AA",19.25,16.1875,13.75,2596,3.10246292180977,3,4
"119",100,100,2,1,"AA",19.25,16.1875,13.75,2596,1.47780728238614,3,4
"120",97,67.6646706586826,2,1,"FS",21.625,17.75,14.625,2588,5.40462524306865,3,4
"121",90,100,4,1,"AA",22.5625,18.375,14.875,2586,1.41196818010806,3,4
"122",55,38.7235700923984,4,1,"FS",21,17.125,14,2595,4.06548638190822,3,4
"123",100,100,1,1,"FS",21,17.125,14,2595,2.3358451835846,3,4
"124",98,26.7247214886319,1,1,"AA",21,17.125,14,2595,2.58547366379421,3,4
"125",100,100,2,1,"AA",21,17.125,14,2595,1.22506330869582,3,4
"126",97,67.6646706586826,2,1,"FS",21,17.125,14,2595,7.11729491323107,3,4
"127",97,35.9940750493746,1,10,"AA",26.875,18.5,14.875,2536,35.5152970798589,3,4
"128",98,26.3522341259472,2,10,"FS",20.875,17.125,14,2595,129.990859136659,3,4
"129",99,100,1,10,"FS",20.875,17.125,14,2595,132.544827511179,3,4
"130",99,100,1,10,"FS",21.125,17.625,14.375,2594,139.774982323266,3,4
"131",98,26.3522341259472,2,10,"FS",21.125,17.625,14.375,2594,125.355295837842,3,4
"132",97,35.9940750493746,1,10,"AA",21,17.625,14.375,2594,56.2143969161036,3,4
"133",98,26.7247214886319,1,1,"AA",21,17.625,14.375,2594,3.66120450494465,3,4
"134",100,100,2,1,"AA",21,17.625,14.375,2594,1.7171237120612,3,4
"135",97,67.6646706586826,2,1,"FS",21,17.625,14.375,2594,5.7518509231699,3,4
"136",90,100,4,1,"AA",21.125,17.625,14.375,2594,0,3,4
"137",55,38.7235700923984,4,1,"FS",21.125,17.625,14.375,2594,2.15886354482235,3,4
"138",100,100,1,1,"FS",21.125,17.625,14.375,2594,2.4987574381932,3,4
"139",99,38.6990780868332,1,25,"AA",20.1875,17.5,13.8125,1763,1.04342085497109,3,5
"140",92,33.8845760980592,2,25,"AA",20.1875,17.5,13.8125,1763,2.95927074323451,3,5
"141",87,69.4484781811515,4,25,"AA",22.25,18.875,14.75,1757,4.30397236721643,3,5
"142",98,42.8508290964676,1,25,"FS",20,17.375,13.875,1763,0.641348100129808,3,5
"143",95,39.7473269555431,2,25,"FS",20,17.375,13.875,1763,2.26631453102085,3,5
"144",65,57.9397082658023,4,25,"FS",20,17.375,13.875,1763,2.58523974841302,3,5
"145",92,33.8845760980592,2,25,"AA",21.125,17.9375,14.25,1762,2.62897018163468,3,5
"146",87,69.4484781811515,4,25,"AA",21.125,17.9375,14.25,1762,4.34844395640601,3,5
"147",98,42.8508290964676,1,25,"FS",21.125,17.9375,14.25,1762,0.468286123175805,3,5
"148",95,39.7473269555431,2,25,"FS",21.1875,18,14.3125,1763,2.00566400665507,3,5
"149",99,38.6990780868332,1,25,"AA",21,18.125,14.5625,1762,0.695966791860801,3,5
"150",92,33.8845760980592,2,25,"AA",21,18.125,14.5625,1762,3.27057516733523,3,5
"151",87,69.4484781811515,4,25,"AA",20.9375,18.125,14.5625,1762,4.31850949602989,3,5
"152",98,42.8508290964676,1,25,"FS",20.9375,18.125,14.5625,1762,0.415145111297455,3,5
"153",95,39.7473269555431,2,25,"FS",20.9375,18.125,14.5625,1762,2.02469494169566,3,5
"154",65,57.9397082658023,4,25,"FS",20.875,18.0625,14.625,1762,0.692244940517079,3,5
"155",100,30.2271955611898,1,1,"AA",20,17.25,13.9375,1763,0.664181754972954,3,5
"156",100,34.3732579437764,2,1,"AA",20,17.25,13.9375,1763,0,3,5
"157",67.5,34.8080108795356,4,1,"FS",20,17.25,13.9375,1763,0.758547473333313,3,5
"158",77.5,34.3071607656088,4,1,"AA",20,17.25,13.9375,1763,1.84812224323093,3,5
"159",95,44.1752263180835,2,1,"FS",22.25,18.9375,14.875,1756,15.9022238413172,3,5
"160",90,37.083645443196,1,10,"FS",20,17.3125,14,1762,80.9777034274687,3,5
"161",96,25.7619863013699,2,10,"FS",22.125,18.875,14.875,1755,31.0169638257415,3,5
"162",96,25.7619863013699,2,10,"FS",21.125,17.9375,14.25,1762,69.211806013376,3,5
"163",90,37.083645443196,1,10,"FS",21.125,17.9375,14.25,1762,117.796086718932,3,5
"164",77.5,34.3071607656088,4,1,"AA",21.125,17.9375,14.25,1762,3.54941166239589,3,5
"165",100,34.3732579437764,2,1,"AA",21.1875,18,14.3125,1763,0.808080688410881,3,5
"166",100,30.2271955611898,1,1,"AA",21.1875,18,14.3125,1763,1.47952042481257,3,5
"167",67.5,34.8080108795356,4,1,"FS",21.1875,18,14.3125,1763,1.51791020028471,3,5
"168",95,44.1752263180835,2,1,"FS",21.1875,18,14.3125,1763,19.5039253097728,3,5
"169",100,28.4458531675784,1,1,"FS",21.1875,18,14.3125,1763,0.891438402821157,3,5
"170",67.5,34.8080108795356,4,1,"FS",20.875,18.0625,14.625,1761,0.621871655772032,3,5
"171",95,44.1752263180835,2,1,"FS",20.75,18,14.625,1762,18.3710327557506,3,5
"172",100,28.4458531675784,1,1,"FS",20.75,18,14.625,1762,3.8260455170998,3,5
"173",96,25.7619863013699,2,10,"FS",20.75,18,14.625,1762,63.3781310181762,3,5
"174",90,37.083645443196,1,10,"FS",20.625,18,14.625,1761,107.835853410332,3,5
"175",97,52.6110828673106,1,25,"AA",19.75,17.125,14.1875,2610,1.52475107143524,3,3
"176",98,40.7522071806945,2,25,"AA",19.75,17.125,14.1875,2610,2.57434342304394,3,3
"177",75,65.6178669815034,4,25,"AA",19.75,17.125,14.1875,2610,0.981199819097172,3,3
"178",100,41.5962011959198,1,25,"FS",22.5,19.125,15.1875,2612,0.440066028853071,3,3
"179",98,-507.935440484196,2,25,"FS",20.1875,17.375,14.1875,2610,2.06933508674782,3,3
"180",60,62.7876971608833,4,25,"FS",20.1875,17.375,14.1875,2610,0.946998212594978,3,3
"181",97,52.6110828673106,1,25,"AA",21.375,18.5,14.625,2611,1.21125389992278,3,3
"182",98,40.7522071806945,2,25,"AA",21.375,18.5,14.625,2611,2.3465227924365,3,3
"183",75,65.6178669815034,4,25,"AA",21.4375,18.5,14.6875,2611,0.916105295612742,3,3
"184",100,41.5962011959198,1,25,"FS",21.4375,18.5,14.6875,2611,0.176190103539488,3,3
"185",98,-507.935440484196,2,25,"FS",21.4375,18.5,14.6875,2611,1.68995589923506,3,3
"186",60,62.7876971608833,4,25,"FS",21.5625,18.625,14.75,2612,0.931199659483085,3,3
"187",97,52.6110828673106,1,25,"AA",20.875,18.5,15,2612,0.758987482782911,3,3
"188",98,40.7522071806945,2,25,"AA",20.875,18.5,15,2612,1.8121619433565,3,3
"189",75,65.6178669815034,4,25,"AA",20.875,18.4375,15,2612,0.694162260077695,3,3
"190",100,41.5962011959198,1,25,"FS",20.875,18.4375,15,2612,0.163739078404425,3,3
"191",98,-507.935440484196,2,25,"FS",20.875,18.4375,15,2612,1.75919763193164,3,3
"192",60,62.7876971608833,4,25,"FS",20.875,18.4375,15,2612,1.11718065918306,3,3
"193",98,35.8645072992701,1,10,"FS",21.375,18.125,14.25,2611,154.751360420173,3,3
"194",100,24.1263494602159,2,10,"FS",21.375,18.125,14.25,2611,132.062926940575,3,3
"195",70,51.3857897827363,4,10,"FS",23.75,20,15.25,2612,89.367340546496,3,3
"196",100,29.785671520108,1,1,"AA",21.75,18.5,14.25,2611,3.31306240858462,3,3
"197",97.5,42.1018007046235,4,1,"AA",21.75,18.5,14.25,2611,0,3,3
"198",95,40.9419961481817,2,1,"AA",21.75,18.5,14.25,2611,1.25137356409907,3,3
"199",100,35.3821572028784,1,1,"FS",21.75,18.5,14.25,2611,3.47452135252982,3,3
"200",57.5,45.9532877677838,4,1,"FS",23.375,20,15.25,2613,0,3,3
"201",95,42.6990889483026,2,1,"FS",21.625,18.5625,14.3125,2611,13.715896259744,3,3
"202",100,35.3821572028784,1,1,"FS",21.4375,18.5,14.6875,2611,4.15263996437187,3,3
"203",95,40.9419961481817,2,1,"AA",21.4375,18.5,14.6875,2611,0.466044011966538,3,3
"204",97.5,42.1018007046235,4,1,"AA",21.4375,18.5,14.6875,2611,0.774372656945397,3,3
"205",100,29.785671520108,1,1,"AA",21.4375,18.5,14.6875,2611,2.2820062148424,3,3
"206",57.5,45.9532877677838,4,1,"FS",21.5625,18.625,14.75,2612,0,3,3
"207",95,42.6990889483026,2,1,"FS",21.5625,18.625,14.75,2612,13.1224139370958,3,3
"208",98,35.8645072992701,1,10,"FS",21.5625,18.625,14.75,2612,153.561017168328,3,3
"209",100,24.1263494602159,2,10,"FS",21.1875,18.5625,14.75,2612,132.980947324404,3,3
"210",70,51.3857897827363,4,10,"FS",21.1875,18.5625,14.75,2612,118.603884312838,3,3
"211",70,51.3857897827363,4,10,"FS",20.75,18.375,15,2612,104.525408057532,3,3
"212",100,24.1263494602159,2,10,"FS",20.75,18.375,15,2612,151.203341477942,3,3
"213",98,35.8645072992701,1,10,"FS",20.75,18.375,15,2612,167.31226526057,3,3
"214",100,29.785671520108,1,1,"AA",20.6875,18.375,15,2612,2.3952253532222,3,3
"215",97.5,42.1018007046235,4,1,"AA",20.6875,18.375,15,2612,0,3,3
"216",90,29.744066171182,2,1,"AA",20.6875,18.375,15,2612,0.609408146837661,3,3
"217",100,35.3821572028784,1,1,"FS",20.6875,18.375,15,2612,2.62256566773759,3,3
"218",57.5,45.9532877677838,4,1,"FS",20.6875,18.375,15,2612,0,3,3
"219",95,42.6990889483026,2,1,"FS",20.5625,18.3125,15,2612,18.136249608727,3,3
"220",95,43.7771603223118,1,25,"AA",22.0625,19,15.125,2168,7.65688399246757,6,1
"221",95,40.8435741616025,2,25,"AA",21,18.875,15.1875,2178,4.79757829947476,6,1
"222",50,60.0326194865977,4,25,"AA",22.4375,19.25,15.125,2167,6.25191727139538,6,1
"223",96,36.1559696342305,1,25,"FS",22.4375,19.25,15.125,2167,4.27665503779953,6,1
"224",70,36.3374485596708,2,25,"FS",22.4375,19.25,15.125,2167,4.03237288162465,6,1
"225",60,71.9090457530769,4,25,"FS",21.5,19.0625,15.1875,2178,3.12460858146545,6,1
"226",95,43.7771603223118,1,25,"AA",22.8125,19.875,15.3125,2163,2.16681275455089,6,1
"227",95,40.8435741616025,2,25,"AA",21.4375,19.75,15.5,2177,1.51414885145696,6,1
"228",50,60.0326194865977,4,25,"AA",22.875,19.875,15.375,2163,3.92599870402382,6,1
"229",96,36.1559696342305,1,25,"FS",22.875,19.875,15.375,2163,1.15433832181695,6,1
"230",70,36.3374485596708,2,25,"FS",22.875,19.875,15.375,2163,3.09890626503226,6,1
"231",60,71.9090457530769,4,25,"FS",22.875,19.875,15.375,2163,1.12106418889512,6,1
"232",95,43.7771603223118,1,25,"AA",22.25,19.875,15.5625,2161,4.72778436546447,6,1
"233",50,60.0326194865977,4,25,"AA",22,19.75,15.5625,2160,2.73739993667881,6,1
"234",96,36.1559696342305,1,25,"FS",22,19.75,15.5625,2160,1.24432164281437,6,1
"235",96,36.1559696342305,1,25,"FS",22,19.75,15.5625,2160,2.85854877391444,6,1
"236",60,71.9090457530769,4,25,"FS",21.875,19.5,15.6875,2174,1.51258562162136,6,1
"237",99,34.5590482392058,1,10,"AA",21,18.875,15.1875,2178,18.5357846851867,6,1
"238",92.5,35.0585579629385,2,1,"FS",22.0625,19,15.125,2168,13.5031341831453,6,1
"239",20,28.5791485646137,4,1,"FS",21,18.875,15.1875,2178,0.990170165123387,6,1
"240",100,29.0851614853213,4,1,"AA",22.4375,19.25,15.125,2167,1.18706330418494,6,1
"241",98.5,30.9224168181963,2,1,"AA",22.4375,19.25,15.125,2167,1.58195795215926,6,1
"242",100,25.4329119827981,1,1,"AA",22.4375,19.25,15.125,2167,3.10048528289433,6,1
"243",99,36.3370733987845,1,10,"FS",22.4375,19.25,15.125,2167,45.9412634036294,6,1
"244",98,34.533258803801,2,10,"FS",22.25,19.25,15.125,2167,65.5428981114243,6,1
"245",70,100,4,10,"FS",22.25,19.25,15.125,2167,39.8779431160699,6,1
"246",98,26.2336039975016,2,10,"AA",22.25,19.25,15.125,2167,0,6,1
"247",99,36.3370733987845,1,10,"FS",22.375,19.375,15.125,2167,53.0107262818713,6,1
"248",98,100,2,10,"FS",22.375,19.375,15.125,2167,185.573172258549,6,1
"249",80,45.1080296678491,4,10,"FS",22.375,19.375,15.125,2167,94.9650326513135,6,1
"250",98,41.0056466792148,1,10,"AA",21.8125,19.25,15.25,2178,19.2011921259253,6,1
"251",97,100,2,10,"AA",22.8125,19.5,15.125,2167,9.26438203704122,6,1
"252",96,37.3174801835628,4,10,"AA",22.8125,19.5,15.125,2167,38.7187160984583,6,1
"253",97,42.2348782403771,1,10,"AA",22.8125,19.5,15.125,2167,44.5139430139433,6,1
"254",99,36.3370733987845,1,10,"FS",22.875,19.875,15.375,2163,52.6979654375562,6,1
"255",98,100,2,10,"FS",22.875,19.875,15.375,2163,143.029122652836,6,1
"256",70,100,4,10,"FS",22.875,19.875,15.375,2163,80.3898420429082,6,1
